# stat_name_map.tsv - generated by poe_tools.py (extract-stats)
# source: E:\PoEformance\data\raw_csv\data\balance\Stats.csv
# generated: 2026-06-26T14:25:14Z
# key=row_index (0-based), matches PoE2 character stat pair keys in memory
0	level
1	item_drop_slots
2	main_hand_weapon_type
3	off_hand_weapon_type
4	current_endurance_charges
5	current_frenzy_charges
6	current_power_charges
7	base_cannot_have_life_leeched_from
8	base_cannot_have_mana_leeched_from
9	virtual_monster_slain_experience_+%
10	monster_slain_experience_+%
11	monster_dropped_item_rarity_+%
12	monster_dropped_item_quantity_+%
13	local_flask_life_to_recover
14	local_flask_life_to_recover_+%
15	local_flask_mana_to_recover
16	local_flask_mana_to_recover_+%
17	local_flask_recovery_speed_+%
18	local_flask_deciseconds_to_recover
19	local_extra_max_charges
20	shield_block_%
21	block_while_dual_wielding_%
22	block_recovery_+%
23	shield_armour_evasion_energy_shield_+%
24	damage_+%
25	spell_damage_+%
26	physical_damage_+%
27	local_physical_damage_+%
28	global_minimum_added_physical_damage
29	global_maximum_added_physical_damage
30	attack_minimum_added_physical_damage
31	attack_maximum_added_physical_damage
32	local_minimum_added_physical_damage
33	local_maximum_added_physical_damage
34	physical_axe_damage_+%
35	physical_staff_damage_+%
36	physical_claw_damage_+%
37	physical_dagger_damage_+%
38	physical_mace_damage_+%
39	physical_bow_damage_+%
40	physical_sword_damage_+%
41	physical_wand_damage_+%
42	fire_damage_+%
43	global_minimum_added_fire_damage
44	global_maximum_added_fire_damage
45	attack_minimum_added_fire_damage
46	attack_maximum_added_fire_damage
47	local_minimum_added_fire_damage
48	local_maximum_added_fire_damage
49	cold_damage_+%
50	global_minimum_added_cold_damage
51	global_maximum_added_cold_damage
52	attack_minimum_added_cold_damage
53	attack_maximum_added_cold_damage
54	local_minimum_added_cold_damage
55	local_maximum_added_cold_damage
56	lightning_damage_+%
57	global_minimum_added_lightning_damage
58	global_maximum_added_lightning_damage
59	attack_minimum_added_lightning_damage
60	attack_maximum_added_lightning_damage
61	local_minimum_added_lightning_damage
62	local_maximum_added_lightning_damage
63	chaos_damage_+%
64	global_minimum_added_chaos_damage
65	global_maximum_added_chaos_damage
66	attack_minimum_added_chaos_damage
67	attack_maximum_added_chaos_damage
68	local_minimum_added_chaos_damage
69	local_maximum_added_chaos_damage
70	attack_speed_+%
71	local_attack_speed_+%
72	melee_attack_speed_+%
73	attack_speed_while_dual_wielding_+%
74	axe_attack_speed_+%
75	quarterstaff_attack_speed_+%
76	claw_attack_speed_+%
77	dagger_attack_speed_+%
78	mace_attack_speed_+%
79	bow_attack_speed_+%
80	sword_attack_speed_+%
81	wand_attack_speed_+%
82	shield_attack_speed_+%
83	accuracy_rating
84	accuracy_rating_+%
85	accuracy_rating_while_dual_wielding_+%
86	axe_accuracy_rating_+%
87	quarterstaff_accuracy_rating_+%
88	claw_accuracy_rating_+%
89	dagger_accuracy_rating_+%
90	mace_accuracy_rating_+%
91	bow_accuracy_rating_+%
92	sword_accuracy_rating_+%
93	wand_accuracy_rating_+%
94	poison_on_critical_strike_with_dagger
95	base_critical_strike_multiplier_+
96	critical_strike_multiplier_with_dagger_+
97	base_self_critical_strike_multiplier_-%
98	self_critical_strike_multiplier_-%_per_endurance_charge
99	base_life_gained_on_enemy_death
100	base_life_leech_from_any_attack_damage_permyriad
101	base_mana_gained_on_enemy_death
102	base_stun_threshold_reduction_+%
103	while_using_mace_stun_threshold_reduction_+%
104	global_knockback
105	knockback_with_bow
106	knockback_with_staff
107	knockback_with_wand
108	local_knockback
109	maximum_physical_damage_reduction_%
110	base_physical_damage_reduction_rating
111	physical_damage_reduction_rating_+%
112	local_physical_damage_reduction_rating_+%
113	base_evasion_rating
114	evasion_rating_+%
115	local_evasion_rating_+%
116	evasion_rating_+%_per_frenzy_charge
117	base_maximum_life
118	maximum_life_+%
119	base_life_regeneration_rate_per_minute
120	life_regeneration_rate_per_minute_%_per_endurance_charge
121	base_maximum_mana
122	maximum_mana_+%
123	mana_regeneration_rate_per_minute_%
124	mana_regeneration_rate_+%
125	combined_mana_regeneration_rate_+%_final
126	base_mana_regeneration_rate_per_minute
127	mana_regeneration_rate_per_minute_%_per_power_charge
128	base_maximum_energy_shield
129	maximum_energy_shield_+%
130	local_energy_shield
131	local_energy_shield_+%
132	energy_shield_recharge_rate_per_minute_%
133	energy_shield_recharge_rate_+%
134	energy_shield_delay_-%
135	base_cannot_be_damaged
136	base_resist_all_elements_%
137	resist_all_elements_%_per_endurance_charge
138	maximum_fire_damage_resistance_%
139	base_fire_damage_resistance_%
140	maximum_cold_damage_resistance_%
141	base_cold_damage_resistance_%
142	maximum_lightning_damage_resistance_%
143	base_lightning_damage_resistance_%
144	maximum_chaos_damage_resistance_%
145	base_chaos_damage_resistance_%
146	base_item_found_quantity_+%
147	chest_item_quantity_+%
148	base_item_found_rarity_+%
149	chest_item_rarity_+%
150	item_found_quality_+%
151	item_found_relevancy_+%
152	experience_gain_+%
153	experience_loss_on_death_-%
154	minion_maximum_life_+%
155	base_spectre_maximum_life_+%
156	base_zombie_maximum_life_+%
157	base_fire_elemental_maximum_life_+%
158	base_raven_maximum_life_+%
159	base_number_of_spectres_allowed
160	base_number_of_zombies_allowed
161	totem_life_+%
162	totem_range_+%
163	buff_duration_+%
164	buff_affects_party
165	buff_party_effect_radius_+%
166	do_not_chain
167	number_of_chains
168	number_of_additional_projectiles
169	number_of_additional_arrows
170	base_projectile_speed_+%
171	base_arrow_speed_+%
172	base_movement_velocity_+%
173	base_move_speed_+%_from_sprint
174	movement_velocity_+%_per_frenzy_charge
175	max_endurance_charges
176	max_frenzy_charges
177	max_power_charges
178	add_endurance_charge_on_critical_strike
179	add_frenzy_charge_on_critical_strike
180	add_power_charge_on_critical_strike
181	add_endurance_charge_on_skill_hit_%
182	add_frenzy_charge_on_skill_hit_%
183	add_power_charge_on_skill_hit_%
184	add_endurance_charge_on_enemy_critical_strike
185	add_endurance_charge_on_status_ailment
186	base_avoid_chill_%
187	base_avoid_freeze_%
188	base_avoid_ignite_%
189	base_avoid_shock_%
190	avoid_stun_%
191	always_ignite
192	always_shock
193	always_stun
194	always_freeze
195	always_electrocute
196	chill_duration_+%
197	shock_duration_+%
198	freeze_duration_+%
199	ignite_duration_+%
200	stun_duration_+%
201	base_self_chill_duration_-%
202	base_self_shock_duration_-%
203	base_self_freeze_duration_-%
204	base_self_ignite_duration_-%
205	chance_per_second_of_fire_spreading_between_enemies_%
206	burn_damage_+%
207	active_skill_level_+
208	gem_experience_gain_+%
209	skill_area_of_effect_+%
210	base_mana_cost_-%
211	skill_repeat_count
212	skill_effect_duration_+%
213	base_cast_speed_+%
214	cast_speed_+%_per_power_charge
215	skill_cooldown_-%
216	avoid_interruption_while_casting_%
217	base_attack_repeat_count
218	base_stun_recovery_+%
219	stun_recovery_+%_per_frenzy_charge
220	prevent_monster_heal
221	prevent_monster_heal_duration_+%
222	chest_trap_defuse_%
223	enemies_chill_as_unfrozen
224	local_is_max_quality
225	local_disable_gem_experience_gain
226	local_gem_experience_gain_+%
227	local_extra_socket
228	local_level_requirement_-
229	local_attribute_requirements_+%
230	local_quantity_of_sockets_+%
231	local_connectivity_of_sockets_+%
232	local_gem_level_+
233	combined_base_block_%
234	armour
235	movement_velocity_+permyriad
236	attack_is_dual_wielding
237	object_is_dual_wielding
238	maximum_life
239	maximum_mana
240	maximum_energy_shield
241	total_life_recovery_per_minute_from_regeneration
242	total_mana_recovery_per_minute_from_regeneration
243	energy_shield_recharge_rate_per_minute
244	spell_minimum_cold_damage
245	spell_maximum_cold_damage
246	spell_minimum_fire_damage
247	spell_maximum_fire_damage
248	spell_minimum_lightning_damage
249	spell_minimum_chaos_damage
250	spell_maximum_lightning_damage
251	spell_maximum_chaos_damage
252	spell_minimum_physical_damage
253	spell_maximum_physical_damage
254	main_hand_minimum_cold_damage
255	main_hand_maximum_cold_damage
256	off_hand_minimum_cold_damage
257	off_hand_maximum_cold_damage
258	main_hand_minimum_fire_damage
259	main_hand_maximum_fire_damage
260	off_hand_minimum_fire_damage
261	off_hand_maximum_fire_damage
262	main_hand_minimum_lightning_damage
263	main_hand_maximum_lightning_damage
264	off_hand_minimum_lightning_damage
265	off_hand_maximum_lightning_damage
266	main_hand_minimum_chaos_damage
267	main_hand_maximum_chaos_damage
268	off_hand_minimum_chaos_damage
269	off_hand_maximum_chaos_damage
270	main_hand_minimum_physical_damage
271	main_hand_maximum_physical_damage
272	off_hand_minimum_physical_damage
273	off_hand_maximum_physical_damage
274	stun_recovery_+%
275	evasion_rating
276	main_hand_critical_strike_multiplier_+
277	off_hand_critical_strike_multiplier_+
278	self_critical_strike_multiplier_+%
279	main_hand_knockback
280	off_hand_knockback
281	main_hand_accuracy_rating
282	off_hand_accuracy_rating
283	main_hand_attack_speed_+%
284	off_hand_attack_speed_+%
285	cast_speed_+%_for_scaling_and_display
286	spectre_maximum_life_+%
287	zombie_maximum_life_+%
288	fire_elemental_maximum_life_+%
289	raven_maximum_life_+%
290	arrow_speed_+%
291	main_hand_stun_threshold_reduction_+%
292	off_hand_stun_threshold_reduction_+%
293	main_hand_life_leech_from_physical_attack_damage_permyriad
294	off_hand_life_leech_from_physical_attack_damage_permyriad
295	main_hand_mana_leech_from_physical_attack_damage_permyriad
296	off_hand_mana_leech_from_physical_attack_damage_permyriad
297	cold_damage_resistance_%
298	fire_damage_resistance_%
299	lightning_damage_resistance_%
300	chaos_damage_resistance_%
301	resist_all_elements_%
302	trap_duration_+%
303	trap_trigger_radius_+%
304	trap_throwing_speed_+%
305	monster_response_time_ms
306	skill_internal_monster_responsiveness_+%
307	endurance_charge_granted_per_X_monster_power_during_endurance_warcry
308	skill_range_+%
309	skill_visual_scale_+%
310	imp_variation
311	main_hand_base_weapon_attack_duration_ms
312	off_hand_base_weapon_attack_duration_ms
313	main_hand_minimum_attack_distance
314	off_hand_minimum_attack_distance
315	main_hand_base_maximum_attack_distance
316	off_hand_base_maximum_attack_distance
317	main_hand_quality
318	off_hand_quality
319	base_spell_critical_strike_multiplier_+
320	spell_critical_strike_multiplier_+
321	is_trap
322	weapon_elemental_damage_+%
323	staff_stun_duration_+%
324	two_handed_melee_physical_damage_+%
325	two_handed_melee_stun_duration_+%
326	two_handed_melee_attack_speed_+%
327	two_handed_melee_accuracy_rating_+%
328	physical_damage_while_dual_wielding_+%
329	one_handed_melee_physical_damage_+%
330	one_handed_melee_attack_speed_+%
331	one_handed_melee_accuracy_rating_+%
332	base_stun_duration_+%
333	bow_stun_duration_+%
334	base_life_gain_per_target
335	corpse_explosion_monster_life_%
336	skill_level
337	action_speed_-%
338	skill_art_variation
339	always_crit
340	chaos_damage_taken_per_minute
341	base_fire_damage_to_deal_per_minute
342	add_frenzy_charge_on_kill
343	base_fire_damage_to_deal_to_nearby_per_minute
344	base_physical_damage_taken_per_minute
345	spell_minimum_base_lightning_damage_per_removable_power_charge
346	spell_maximum_base_lightning_damage_per_removable_power_charge
347	base_skill_effect_duration
348	curse_triggers_decaying_hex
349	warcry_triggers_corrupting_cry
350	warcry_triggers_paquates_pact
351	skill_effect_duration
352	buff_effect_duration
353	buff_effect_duration_+%_per_removable_endurance_charge
354	buff_effect_duration_+%_per_removable_endurance_charge_limited_to_5
355	local_base_evasion_rating
356	local_base_physical_damage_reduction_rating
357	base_attack_speed_+%_per_frenzy_charge
358	physical_damage_+%_per_frenzy_charge
359	is_player
360	life_per_level
361	mana_per_level
362	backstab_damage_+%
363	maximum_life_+%_final_per_additional_player
364	intermediary_maximum_life_excluding_override_to_1
365	local_flask_armour_+%_while_healing
366	local_flask_evasion_+%_while_healing
367	local_flask_energy_shield_+%_while_healing
368	local_flask_movement_speed_+%_while_healing
369	local_flask_stun_recovery_+%_while_healing
370	local_flask_resistances_+%_while_healing
371	local_flask_adds_knockback_while_healing
372	local_flask_removes_%_of_mana_recovery_from_life_on_use
373	local_flask_removes_%_of_life_recovery_from_mana_on_use
374	local_flask_removes_%_of_life_recovery_from_life_on_use
375	local_flask_amount_to_recover_+%_when_on_low_life
376	local_flask_recover_instantly_when_on_low_life
377	local_flask_recovery_amount_%_to_recover_instantly
378	local_flask_dispels_burning_and_ignite_immunity_during_effect
379	local_flask_dispels_freeze_and_chill
380	local_max_charges_+%
381	local_charges_added_+%
382	local_flask_amount_to_recover_+%
383	local_flask_recovers_instantly
384	local_flask_minion_heal_%
385	local_recharge_on_crit
386	local_recharge_on_take_crit
387	local_critical_strike_multiplier_+
388	local_flask_prevents_death_while_healing
389	cannot_die
390	flask_life_to_recover_+%
391	flask_mana_to_recover_+%
392	flask_recovery_speed_+%
393	knockback_distance_+%
394	weapon_fire_damage_+%
395	weapon_cold_damage_+%
396	weapon_lightning_damage_+%
397	weapon_chaos_damage_+%
398	spell_elemental_damage_+%
399	resist_all_elements_+%_while_holding_shield
400	staff_block_%
401	attack_minimum_added_lightning_damage_with_wand
402	attack_maximum_added_lightning_damage_with_wand
403	attack_minimum_added_fire_damage_with_wand
404	attack_maximum_added_fire_damage_with_wand
405	attack_minimum_added_cold_damage_with_wand
406	attack_maximum_added_cold_damage_with_wand
407	wand_elemental_damage_+%
408	chance_to_gain_endurance_charge_on_block_%
409	endurance_charge_duration_+%
410	generate_endurance_charges_for_allies_in_your_presence
411	add_frenzy_charge_on_enemy_block
412	base_frenzy_charge_duration_+%
413	generate_frenzy_charges_for_allies_in_your_presence
414	add_power_charge_on_minion_death
415	skill_area_of_effect_+%_per_power_charge
416	spell_damage_+%_per_power_charge
417	wand_damage_+%_per_power_charge
418	power_charge_duration_+%
419	generate_power_charges_for_allies_in_your_presence
420	totem_duration_+%
421	buff_effect_on_self_+%
422	add_power_charge_when_interrupted_while_casting
423	add_power_charge_when_kill_shocked_enemy
424	base_skill_area_of_effect_+%
425	casting_spell
426	avoid_interruption_%
